
Liste des tickets avec taches GLPI migrees vers DSIHUB
Total: 11279 tickets, 15577 taches GLPI migrees
Ticket #96 | Archivage fichiers de pointage | 1 tache(s) | IDs GLPI: 51114
Ticket #42062 | Besoin d'espace supplémentaire | 1 tache(s) | IDs GLPI: 2799
Ticket #42064 | accès réseau | 1 tache(s) | IDs GLPI: 2796
Ticket #42067 | TR: Absence maladie   messages Outlook non reçus pour Peggy Virzi et Eléonore Lapaix | 2 tache(s) | IDs GLPI: 2791,2792
Ticket #42074 | demande d'intervention  | 1 tache(s) | IDs GLPI: 2783
Ticket #42076 | Urgent: Nouveaux conseillers municipaux | 3 tache(s) | IDs GLPI: 2777,2779,2780
Ticket #42077 | liste de distribution "Secrétaires des Directions" | 1 tache(s) | IDs GLPI: 2776
Ticket #42089 | Scan ELise ne se rapatrient pas | 1 tache(s) | IDs GLPI: 2761
Ticket #42095 | problème réseau | 1 tache(s) | IDs GLPI: 2754
Ticket #42096 | Ouverture de droits | 1 tache(s) | IDs GLPI: 2752
Ticket #42097 | Messages collectifs non reçus | 1 tache(s) | IDs GLPI: 2750
Ticket #42098 | Absence Liste de Diffusion Mail | 2 tache(s) | IDs GLPI: 2745,2746
Ticket #42101 | Problème sur AGORA | 1 tache(s) | IDs GLPI: 2741
Ticket #42102 | RE: SUITE / Demande création mails gardiens d'école | 2 tache(s) | IDs GLPI: 2738,2739
Ticket #42108 | récupération de dossier  | 1 tache(s) | IDs GLPI: 2733
Ticket #42111 | TR: ARRIVEE NOUVEAU COLLEGUE | 2 tache(s) | IDs GLPI: 2728,2729
Ticket #42112 | droits d'accès dossier DRH-DSP RH | 1 tache(s) | IDs GLPI: 2726
Ticket #42113 | manque d'espace de stockage | 1 tache(s) | IDs GLPI: 2724
Ticket #42114 | fiches arrivée conservatoire | 1 tache(s) | IDs GLPI: 2722
Ticket #42115 | Liste "Tous les agents" - La suite | 1 tache(s) | IDs GLPI: 2720
Ticket #42118 | URGENT : Mauvaise manipulation dossier à récupérer supprimer par erreur | 1 tache(s) | IDs GLPI: 2714
Ticket #42119 | Demande de tablette hybride | 3 tache(s) | IDs GLPI: 2710,2711,2712
Ticket #42120 | Suppression de la boîte mail collective Produits Sanitaires Covid19  | 1 tache(s) | IDs GLPI: 2709
Ticket #42121 | calendrier cybersécurité | 1 tache(s) | IDs GLPI: 2707
Ticket #42123 | Problème D'ENVOI MAIL A LA MDPH. °) UC 22100 | 3 tache(s) | IDs GLPI: 2702,2703,2704
Ticket #42126 | Accès messagerie demandée par À. De Queiros  | 1 tache(s) | IDs GLPI: 2699
Ticket #42128 | Bonjour Mourad, bonjour à toute la hotline,   Dans le cadre d’un chang | 1 tache(s) | IDs GLPI: 2696
Ticket #42133 | Demande augmentation stockage serveur Dircom X | 1 tache(s) | IDs GLPI: 2690
Ticket #42136 | Fiche_arrivee_changement_service_depart-1 - Stagiaire Marilou JEAN PRILEROSE | 2 tache(s) | IDs GLPI: 2685,2686
Ticket #42137 | ANNULE ET REMPLACE - Fiche_arrivee_changement_service_depart-1 - Stagiaire Lalya TIEMELE | 1 tache(s) | IDs GLPI: 2683
Ticket #42141 | Demande tablette Remarkable | 1 tache(s) | IDs GLPI: 2674
Ticket #42143 | Changement nom sur ligne téléphonique  | 1 tache(s) | IDs GLPI: 2671
Ticket #42146 | Bug Pelehas | 1 tache(s) | IDs GLPI: 2667
Ticket #42147 | Adresse mail bloquee | 2 tache(s) | IDs GLPI: 2664,2665
Ticket #42150 | Demandes informatiques et téléphoniques MDQ Ivry-port | 1 tache(s) | IDs GLPI: 2660
Ticket #42152 | Demande de remplacement du téléphone portable de Mr Vincent Sonnois | 1 tache(s) | IDs GLPI: 2657
Ticket #42154 | Mail envoyé mais pas reçu par les collègues ni présent dans la boite d'envoyés | 2 tache(s) | IDs GLPI: 2651,2652
Ticket #42159 | SEV/ Poste informatique BAK Beata | 1 tache(s) | IDs GLPI: 2645
Ticket #42161 | pb d'accès à la boite mail commune  | 1 tache(s) | IDs GLPI: 2643
Ticket #42163 | TR: Demande d’attribution d’un téléphone non utilisé | 1 tache(s) | IDs GLPI: 2640
Ticket #42165 | fiche arrivée ISMARD Elodie le 12 Janvier 2026 | 5 tache(s) | IDs GLPI: 2633,2634,2635,2636,2637
Ticket #42167 | fiche d'arrivée | 1 tache(s) | IDs GLPI: 2630
Ticket #42168 | PB Liste "Tous les utilisateurs" | 2 tache(s) | IDs GLPI: 2627,2628
Ticket #42170 | Ligne téléphonique. | 1 tache(s) | IDs GLPI: 2624
Ticket #42172 | pc hors domaine | 1 tache(s) | IDs GLPI: 2621
Ticket #42175 | Licence dictée vocale Speech | 2 tache(s) | IDs GLPI: 2616,2617
Ticket #42178 | Mise à jour liste "responsables de services" | 1 tache(s) | IDs GLPI: 2612
Ticket #42179 | Bonjour,   Suite à notre conversation téléphonique je vous envoie un c | 1 tache(s) | IDs GLPI: 2610
Ticket #42180 | Installation Logiciel Faure | 1 tache(s) | IDs GLPI: 2608
Ticket #42181 | Fiche_arrivee_changement_service_depart NORA HASSAM | 1 tache(s) | IDs GLPI: 2607
Ticket #42191 | Fiche arrivée | 1 tache(s) | IDs GLPI: 2594
Ticket #42194 | imprimante bureau direction | 1 tache(s) | IDs GLPI: 2590
Ticket #42195 | Problème station  | 1 tache(s) | IDs GLPI: 2588
Ticket #42200 | CM 11.12.2025 - AIRSDELIB - DEMANDE DE MODIFICATION ( URGENT ) | 1 tache(s) | IDs GLPI: 2583
Ticket #42202 | RE: Droits sur la boite commune SMP | 1 tache(s) | IDs GLPI: 2580
Ticket #42204 | TR: envoi mail groupé | 1 tache(s) | IDs GLPI: 2575
Ticket #42205 | Kron-Elena | 2 tache(s) | IDs GLPI: 2572,2573
Ticket #42207 | Dysfonctionnements des postes informatiques – Salle 2 | 2 tache(s) | IDs GLPI: 2568,2569
Ticket #42216 | Parapheur | 1 tache(s) | IDs GLPI: 2561
Ticket #42219 | RE: Canva pro médiathèques | 2 tache(s) | IDs GLPI: 2556,2557
Ticket #42220 | Demande accès e agora | 1 tache(s) | IDs GLPI: 2555
Ticket #42221 | Accès à réservation de salle | 1 tache(s) | IDs GLPI: 2553
Ticket #42222 | Problème de renvoi d'appel du 2464 (conservation des cimetières communaux) vers le 2424 | 1 tache(s) | IDs GLPI: 2551
Ticket #42229 | TR: Droit accès K:/DRH_CREP | 1 tache(s) | IDs GLPI: 2543
Ticket #42230 | accès iparapheur | 1 tache(s) | IDs GLPI: 2541
Ticket #42232 | Problème Scan / copieurs Canon / Imprimerie | 2 tache(s) | IDs GLPI: 2537,2538
Ticket #42235 | RE: fiche d'arrivée | 1 tache(s) | IDs GLPI: 2533
Ticket #42236 | Pas de VPN  en télétravail  | 1 tache(s) | IDs GLPI: 2531
Ticket #42239 | Arrivée collègues CCAS + modification noms répertoire tél | 5 tache(s) | IDs GLPI: 2523,2524,2525,2526,2527
Ticket #42240 | station hs  | 1 tache(s) | IDs GLPI: 2522
Ticket #42243 | TR: Arrivée collègues CCAS + modification noms répertoire tél | 2 tache(s) | IDs GLPI: 2517,2518
Ticket #42244 | Changement de service | 2 tache(s) | IDs GLPI: 2514,2515
Ticket #42247 | Droits d'accès serveur | 1 tache(s) | IDs GLPI: 2510
Ticket #42249 | Mail frauduleux ? -- TR: img20251230_16005849.pdf  | 1 tache(s) | IDs GLPI: 2506
Ticket #42250 | TR: So Ticket : demande de téléphones pro | 1 tache(s) | IDs GLPI: 2505
Ticket #42251 | Correction de mon nom dans le répertoire téléphonique  | 1 tache(s) | IDs GLPI: 2503
Ticket #42252 | @irs - Modif groupe GLPI "DSI_Administratif" | 2 tache(s) | IDs GLPI: 2500,2501
Ticket #42253 | Télétravail | 1 tache(s) | IDs GLPI: 2498
Ticket #42255 | 2 arrivées en DRH  | 2 tache(s) | IDs GLPI: 2494,2495
Ticket #42260 | Besoin d'accès à une boite mail | 1 tache(s) | IDs GLPI: 2488
Ticket #42262 | message à enlever | 1 tache(s) | IDs GLPI: 2485
Ticket #42263 | Re: [GLPI #0042191] Root entity &gt; Support | Clôture du ticket : Fiche arrivée | 1 tache(s) | IDs GLPI: 2483
Ticket #42264 | Création de prise ethernet  | 2 tache(s) | IDs GLPI: 2480,2481
Ticket #42266 | TR: De Photo-DEP-Cat02 | 3 tache(s) | IDs GLPI: 2474,2475,2477
Ticket #42274 | Logiciel caisse GTS V5 toujours en mode autonome | 1 tache(s) | IDs GLPI: 2458
Ticket #42275 | Demande de création de compte informatique - Stagiaire Monsieur Ouwayes HADJI - du 12 au 16 janvier 2026 | 1 tache(s) | IDs GLPI: 2456
Ticket #42281 | acces boites mail espace gerard philip | 1 tache(s) | IDs GLPI: 2450
Ticket #42283 | Urgent - Accès OpenSub  suivi budget associations 2026 | 1 tache(s) | IDs GLPI: 2445
Ticket #42285 | DEMANDE INTERVENTION MQIP | 1 tache(s) | IDs GLPI: 2442
Ticket #42287 | BOITES MAIL MAISON DE QUARTIER IVRY PORT | 1 tache(s) | IDs GLPI: 2436
Ticket #42293 | Demande d'installation d'AGORA sur le poste de monsieur CHEVALIER | 3 tache(s) | IDs GLPI: 2424,2426,2427
Ticket #42294 | demande intervention | 1 tache(s) | IDs GLPI: 2423
Ticket #42296 | EAcker@ivry94.fr n’est plus en fonction  | 1 tache(s) | IDs GLPI: 2420
Ticket #42300 | suppression compte | 1 tache(s) | IDs GLPI: 2415
Ticket #42304 | Accès boite commune EspaceGerardPhilipe | 1 tache(s) | IDs GLPI: 2410
Ticket #42306 | RE: Mise à disposition dune imprimante pour la permanence Pôle Familles  inscriptions BAFA | 1 tache(s) | IDs GLPI: 2407
Ticket #42308 | Disparition du serveur P: | 1 tache(s) | IDs GLPI: 2404
Ticket #42309 | Re: Formulaire unique interne – Demandes d’actions de communication (DCOM) | 3 tache(s) | IDs GLPI: 2398,2399,2401
Ticket #42312 | Adresse mail photographe pigiste Alex Bonnemaison blacklistée par les serveurs de la ville | 1 tache(s) | IDs GLPI: 2394
Ticket #42313 | Accès boite mail accueil habitat | 2 tache(s) | IDs GLPI: 2391,2392
Ticket #42315 | boite mail | 1 tache(s) | IDs GLPI: 2388
Ticket #42317 | Demande création boite de messagerie électronique  fmasson@ivry94.fr | 1 tache(s) | IDs GLPI: 2385
Ticket #42319 | RE: transfert ordinateur et téléphonie responsable de site EInstein | 1 tache(s) | IDs GLPI: 2382
Ticket #42321 | airdélib | 1 tache(s) | IDs GLPI: 2379
Ticket #42325 | Urgent accès et droit service RPI  | 1 tache(s) | IDs GLPI: 2375
Ticket #42326 | Pb serveur Totem - relance serveur | 2 tache(s) | IDs GLPI: 2372,2373
Ticket #42329 | Dysfonctionnement AD | 2 tache(s) | IDs GLPI: 2365,2366
Ticket #42331 | Mot de passe oublié  | 1 tache(s) | IDs GLPI: 2362
Ticket #42332 | Lecteur réseau  | 1 tache(s) | IDs GLPI: 2360
Ticket #42345 | Demande installation Agora | 3 tache(s) | IDs GLPI: 2344,2346,2347
Ticket #42347 | Mise à jour des contacts,  adresses e-mail et téléphonie | 1 tache(s) | IDs GLPI: 2341
Ticket #42353 | ACCES FICHIER  | 1 tache(s) | IDs GLPI: 2335
Ticket #42355 | Boite mail associée | 2 tache(s) | IDs GLPI: 2331,2332
Ticket #42360 | récupération matériel | 1 tache(s) | IDs GLPI: 2324
Ticket #42361 | Accès boite mail santepublique@ivry94.fr | 1 tache(s) | IDs GLPI: 2321
Ticket #42362 | RE: Demande d'info et meilleurs vœux 2026 | 2 tache(s) | IDs GLPI: 2316,2317
Ticket #42363 | Problèmes de stockage | 1 tache(s) | IDs GLPI: 2314
Ticket #42367 | Stockage saturé serveur | 1 tache(s) | IDs GLPI: 2308
Ticket #42368 | Demande de mise à disposition d’un écran | 1 tache(s) | IDs GLPI: 2304
Ticket #42369 | RE: Demande de réservation de la salle Voltaire | 1 tache(s) | IDs GLPI: 2303
Ticket #42371 | dotation d'urgence  | 1 tache(s) | IDs GLPI: 2300
Ticket #42372 | Modification des droits d’accès pour Sofiane Bailly | 1 tache(s) | IDs GLPI: 2298
Ticket #42373 | Problèmes avec les boîtes mail des agents d’accueil | 2 tache(s) | IDs GLPI: 2295,2296
Ticket #42374 | ACCES K COMMUN | 1 tache(s) | IDs GLPI: 2294
Ticket #42375 | TR: Demande de tablettes pour formation administratifs | 1 tache(s) | IDs GLPI: 2292
Ticket #42381 | Ouverture urgente des droits pour Nora Hassini + mise à jour Acrobat | 1 tache(s) | IDs GLPI: 2285
Ticket #42383 | Mise à disposition de tablettes/service Vacances  | 1 tache(s) | IDs GLPI: 2281
Ticket #42384 | Ne reçoit pas des mails de &lt;wordpress@synergiescommunes.tablescommunes.fr | 1 tache(s) | IDs GLPI: 2279
Ticket #42386 | Acces à la boite mail "chauffage" | 1 tache(s) | IDs GLPI: 2276
Ticket #42392 | K CONGES pôle familles | 1 tache(s) | IDs GLPI: 2269
Ticket #42394 | TR: Mr ROUSSEAU Vincent | 3 tache(s) | IDs GLPI: 2264,2265,2266
Ticket #42399 | Re: [ELISE] Problèmes de droits ou bug logiciel ? | 1 tache(s) | IDs GLPI: 2258
Ticket #42400 | Stockage sur le X | 1 tache(s) | IDs GLPI: 2257
Ticket #42404 | Urgent : Adresse mail billetterie Hangar  | 1 tache(s) | IDs GLPI: 2250
Ticket #42406 | 2ème écran  | 1 tache(s) | IDs GLPI: 2247
Ticket #42407 | TR: demande de création de compte Outlook pour Angeline MADAGHDJIAN / le Crédac | 2 tache(s) | IDs GLPI: 2244,2245
Ticket #42408 | Demande de restriction accès | 1 tache(s) | IDs GLPI: 2242
Ticket #42413 | rajout sur planing outlook | 1 tache(s) | IDs GLPI: 2236
Ticket #42415 | casques audio anti-bruit | 1 tache(s) | IDs GLPI: 2231
Ticket #42416 | Bonjour,  Je dois créer les identifiants des vacataires pour la nouvel | 1 tache(s) | IDs GLPI: 2229
Ticket #42418 | Besoin d'un téléphone fixe  | 1 tache(s) | IDs GLPI: 2226
Ticket #42419 | Les évènements disparaissent des calendriers Outlook  | 2 tache(s) | IDs GLPI: 2223,2224
Ticket #42421 | Correction non prise en compte dans le répertoire téléphonique | 1 tache(s) | IDs GLPI: 2219
Ticket #42425 | Blocage ouverture création questionnaire Forms | 1 tache(s) | IDs GLPI: 2216
Ticket #42428 | Lecteur réseau  | 1 tache(s) | IDs GLPI: 2212
Ticket #42429 | création adresse mail M Réa Jack | 2 tache(s) | IDs GLPI: 2209,2210
Ticket #42431 | Accès dossier X:\Service Administratif Financier Logistique | 2 tache(s) | IDs GLPI: 2205,2206
Ticket #42432 | Boite mail ivry port | 1 tache(s) | IDs GLPI: 2203
Ticket #42434 | Ordinateur portable | 1 tache(s) | IDs GLPI: 2201
Ticket #42438 | Demande d'un 2ème écran | 1 tache(s) | IDs GLPI: 2196
Ticket #42440 | Rajout de Mme Kawla El Mouchtari sur la boîte de message chauffage@ivry94.fr | 1 tache(s) | IDs GLPI: 2191
Ticket #42441 | Envoi mail de la boite mail de l'accueil - ISMAR Elodie | 1 tache(s) | IDs GLPI: 2189
Ticket #42443 | TR: arrivée stagiaire le 26 janvier! | 1 tache(s) | IDs GLPI: 2186
Ticket #42444 | téléphone fixe HS | 1 tache(s) | IDs GLPI: 2182
Ticket #42446 | changement ordinateur espace débat à l Espace GERARD PHILIPE  | 1 tache(s) | IDs GLPI: 2179
Ticket #42450 | Modif nom agente | 1 tache(s) | IDs GLPI: 2174
Ticket #42451 | installation client lourd BO sur mon PC | 1 tache(s) | IDs GLPI: 2172
Ticket #42452 | Compte Mme DIALLO Mariam | 1 tache(s) | IDs GLPI: 2170
Ticket #42454 | Fiche de changement d’affectation – Mme Sandra BRAJI (immersion au Pôle Familles) | 1 tache(s) | IDs GLPI: 2167
Ticket #42456 | Dircom_fiche arrivée et échange de bureau | 3 tache(s) | IDs GLPI: 2160,2161,2162
Ticket #42461 | imprimante  | 2 tache(s) | IDs GLPI: 2153,2154
Ticket #42466 | demande d'écran pour télétravail | 1 tache(s) | IDs GLPI: 2147
Ticket #42467 | non réception invitation depuis la boite mail commune  | 2 tache(s) | IDs GLPI: 2144,2145
Ticket #42473 | Fiche arrivée responsable de service SPEP | 1 tache(s) | IDs GLPI: 2137
Ticket #42474 | Difficultés de connexion à Outlook | 1 tache(s) | IDs GLPI: 2135
Ticket #42475 | Problème de connexion wifi médiathèque du centre-ville pour certains usagers | 1 tache(s) | IDs GLPI: 2133
Ticket #42480 | Problème de connexion à AWO (AsTech) demandant mise à jour | 1 tache(s) | IDs GLPI: 2129
Ticket #42486 | Dotation écran 24 pouces | 1 tache(s) | IDs GLPI: 2126
Ticket #42487 | TR: Problème de connexion à AWO (AsTech) demandant mise à jour | 1 tache(s) | IDs GLPI: 2124
Ticket #42491 | Iparapheur du maire | 1 tache(s) | IDs GLPI: 2120
Ticket #42493 | TR: Changement de propriétaire téléphone | 1 tache(s) | IDs GLPI: 2119
Ticket #42494 | Coordonnées Laurette Couteret | 1 tache(s) | IDs GLPI: 2117
Ticket #42495 | RE: Demande de logiciel de modification de fichiers PDF | 1 tache(s) | IDs GLPI: 2115
Ticket #42496 | changement téléphones fixes | 4 tache(s) | IDs GLPI: 2111,2112,2113,2114
Ticket #42497 | demande d'ouverture de compte | 1 tache(s) | IDs GLPI: 2110
Ticket #42499 | lecteur dvd externe | 1 tache(s) | IDs GLPI: 2105
Ticket #42500 | demande d'ordinateur portable | 1 tache(s) | IDs GLPI: 2103
Ticket #42503 | RE: Vérification accès | 1 tache(s) | IDs GLPI: 2099
Ticket #42506 | dégroupage de ligne téléphonique | 1 tache(s) | IDs GLPI: 2095
Ticket #42507 | accès à Droit de Citéa | 2 tache(s) | IDs GLPI: 2092,2093
Ticket #42509 | URGET : Besoin ordinateur RDD TAMM - CMS | 3 tache(s) | IDs GLPI: 2087,2088,2089
Ticket #42510 | Fiche changement de service | 1 tache(s) | IDs GLPI: 2085
Ticket #42512 | application SMS Agile | 1 tache(s) | IDs GLPI: 2083
Ticket #42513 | Accès applications métier / ville | 2 tache(s) | IDs GLPI: 2080,2081
Ticket #42517 | TR: demande de création de compte Outlook pour Angeline MADAGHDJIAN / le Crédac | 1 tache(s) | IDs GLPI: 2075
Ticket #42519 | RE: Problème de connexion à AWO (AsTech) demandant mise à jour | 1 tache(s) | IDs GLPI: 2072
Ticket #42525 | Transferere de ligne | 1 tache(s) | IDs GLPI: 2065
Ticket #42526 | wifi mobilité ivry | 2 tache(s) | IDs GLPI: 2062,2063
Ticket #42534 | FONCTIONNEMENT CHELOU | 3 tache(s) | IDs GLPI: 2052,2053,2054
Ticket #42540 | RPI-Accès au droits  | 1 tache(s) | IDs GLPI: 2046
Ticket #42542 | Droits en lecture sur le répertoire W:\01_Patrimoine_Bati pour Marine Pillien et Valentine Girard | 1 tache(s) | IDs GLPI: 2043
Ticket #42543 | Incident TPE – Guichet 3 (Accueil Pôle Familles) | 1 tache(s) | IDs GLPI: 2041
Ticket #42545 | PROBLEME CONNEXION | 1 tache(s) | IDs GLPI: 2038
Ticket #42550 | Elise | 1 tache(s) | IDs GLPI: 2030
Ticket #42557 | Demande de Modification sur AZURE = MADAGHDJIAN Angeline | 1 tache(s) | IDs GLPI: 2022
Ticket #42560 | TR: URGENT Fiche DSI arrivée agent renfort  | 1 tache(s) | IDs GLPI: 2020
Ticket #42562 | Indeline | 1 tache(s) | IDs GLPI: 2017
Ticket #42565 | Installation de bureau  | 2 tache(s) | IDs GLPI: 2012,2013
Ticket #42567 | Changement d'écran | 1 tache(s) | IDs GLPI: 2009
Ticket #42568 | pas de réseau | 1 tache(s) | IDs GLPI: 2007
Ticket #42570 | Telephone fixe | 1 tache(s) | IDs GLPI: 2004
Ticket #42573 | RESEAU KO A L'EPI MONMOUSSEAU | 1 tache(s) | IDs GLPI: 2000
Ticket #42574 | TR: Alerte sécurité – Message frauduleux se faisant passer pour Laetitia DECRAUZE (objet « RAMBOUILLET‑FRANCE ») | 1 tache(s) | IDs GLPI: 1998
Ticket #42576 | Problème affichage  revue de presse test | 2 tache(s) | IDs GLPI: 1994,1995
Ticket #42578 | Alto | 1 tache(s) | IDs GLPI: 1992
Ticket #42579 | Filtrage Mme Bourdelet | 1 tache(s) | IDs GLPI: 1990
Ticket #42582 | N'a plus accès à son X: | 1 tache(s) | IDs GLPI: 1986
Ticket #42586 | Router 5G soirée du personnel perdu | 1 tache(s) | IDs GLPI: 1981
Ticket #42588 | Photoshop pour EGT | 1 tache(s) | IDs GLPI: 1979
Ticket #42594 | RE: ACCES FICHIER  | 2 tache(s) | IDs GLPI: 1970,1971
Ticket #42597 | création calendrier outlook SCVAJ | 2 tache(s) | IDs GLPI: 1966,1967
Ticket #42598 | TR: Formulaire DSI arrivée agents - SIS | 4 tache(s) | IDs GLPI: 1961,1962,1963,1964
Ticket #42602 | Logiciel de retranscription | 1 tache(s) | IDs GLPI: 1956
Ticket #42610 | Mutation interne - Besoin matériel informatique et téléphonique - Sarah Picot | 2 tache(s) | IDs GLPI: 1948,1949
Ticket #42613 | RE: Coordonnées Laurette Couteret | 1 tache(s) | IDs GLPI: 1945
Ticket #42622 | Demande de suppression adresse mail  | 1 tache(s) | IDs GLPI: 1933
Ticket #42630 | RE: Demande de travaux bureau SCHS: prise de courant et réseau, téléphone pour un bureau. | 2 tache(s) | IDs GLPI: 1923,1924
Ticket #42631 | adresse mail | 1 tache(s) | IDs GLPI: 1921
Ticket #42640 | création de compte | 1 tache(s) | IDs GLPI: 1909
Ticket #42642 | mise à jour de rainbow | 1 tache(s) | IDs GLPI: 1906
Ticket #42645 | demande d'information logiciel AGORA | 1 tache(s) | IDs GLPI: 1902
Ticket #42648 | TR: [GLPI #0041931] Root entity &gt; Support | Clôture du ticket : RE: [GLPI #0041842] Root entity &gt; Support | Clôture du ticket : RE: Ajout boite mail | 1 tache(s) | IDs GLPI: 1899
Ticket #42649 | Demande de remplacement écran qui grésille | 1 tache(s) | IDs GLPI: 1897
Ticket #42650 | demande de verrouillage de docs | 1 tache(s) | IDs GLPI: 1895
Ticket #42658 | Problème de droits sur Synbird | 1 tache(s) | IDs GLPI: 1883
Ticket #42660 | Problème identification Nomade As-Tech sur PDA  | 1 tache(s) | IDs GLPI: 1880
Ticket #42662 | ajout nom à un groupe outlook | 1 tache(s) | IDs GLPI: 1877
Ticket #42666 | dysfonctionnement sur mon poste téléphonique | 1 tache(s) | IDs GLPI: 1872
Ticket #42667 | RE: Demande de création de session pour Écrivain publique Mme Bouderlique Nadine | 1 tache(s) | IDs GLPI: 1870
Ticket #42668 | Augmentation du I | 1 tache(s) | IDs GLPI: 1868
Ticket #42670 | Demande création adresse mail | 3 tache(s) | IDs GLPI: 1863,1864,1865
Ticket #42674 | Transfert de copie de la base vers AFI Cloud | 1 tache(s) | IDs GLPI: 1859
Ticket #42676 | Droit d'accès et ligne téléphonique DRAI Noam | 2 tache(s) | IDs GLPI: 1856,1857
Ticket #42677 | changement de poste téléphonique  | 1 tache(s) | IDs GLPI: 1853
Ticket #42678 | demande de restauration boite mail | 1 tache(s) | IDs GLPI: 1850
Ticket #42681 | Demande d’accès en lecture seule sur le logiciel Agora | 1 tache(s) | IDs GLPI: 1846
